CustomerId,NumOfProducts,HasChckng,IsActiveMember,Tenure,CreditScore,Balance,EstimatedSalary,Surname,Geography,Gender,Age,Exited
15567923,1.0,0.0,0.0,6.0,739.0,,122604.44,Barese,West,Female,30.0,0.0
15567980,1.0,0.0,1.0,5.0,537.0,100727.5,140857.76,Frater,East,Female,46.0,1.0
15567991,2.0,0.0,1.0,0.0,794.0,144880.34,175643.44,Obiuto,Central,Male,31.0,0.0
15567993,1.0,1.0,0.0,8.0,828.0,134766.85,79355.87,Palmer,Central,Male,28.0,0.0
15568006,4.0,1.0,0.0,2.0,634.0,,101039.53,Ukaegbunam,West,Female,45.0,1.0
15568025,1.0,1.0,1.0,8.0,758.0,81710.46,116520.07,Hsueh,West,Male,51.0,0.0
15568032,3.0,1.0,0.0,1.0,757.0,127320.36,163170.32,Moore,East,Male,31.0,0.0
15568044,2.0,1.0,1.0,7.0,508.0,,6123.15,Butusov,West,Female,31.0,0.0
15568046,1.0,1.0,0.0,7.0,809.0,109558.36,183515.13,Izuchukwu,West,Male,24.0,0.0
15568088,1.0,1.0,0.0,3.0,481.0,163714.52,96123.72,Jamieson,East,Male,44.0,0.0
15568104,2.0,0.0,1.0,6.0,749.0,,34948.77,Zubarev,West,Female,26.0,0.0
15568106,2.0,0.0,1.0,8.0,592.0,119278.01,19370.73,L?,West,Female,38.0,0.0
15568120,1.0,1.0,1.0,7.0,681.0,69609.85,72127.83,Lacross,West,Female,37.0,0.0
15568162,1.0,1.0,1.0,8.0,527.0,,51711.57,Sung,Central,Male,53.0,0.0
15568164,2.0,1.0,1.0,4.0,850.0,71379.53,154000.99,Istomin,West,Female,34.0,0.0
15568238,2.0,1.0,1.0,8.0,650.0,,113469.65,Diaz,Central,Male,20.0,0.0
15568240,2.0,0.0,1.0,10.0,492.0,77168.87,146700.22,Ting,East,Female,30.0,0.0
15568326,2.0,1.0,0.0,2.0,637.0,,149665.65,Kenenna,West,Female,44.0,0.0
15568328,2.0,1.0,1.0,6.0,488.0,,66393.89,Black,West,Female,22.0,0.0
15568360,1.0,1.0,1.0,4.0,569.0,139840.36,163524.7,Rolon,Central,Female,41.0,0.0
15568429,2.0,1.0,0.0,3.0,633.0,,120250.58,Mitchell,Central,Female,46.0,0.0
15568449,1.0,1.0,1.0,7.0,661.0,143006.7,15650.89,Fu,Central,Male,38.0,0.0
15568469,2.0,1.0,0.0,0.0,653.0,,27862.58,Buckley,West,Male,43.0,0.0
15568487,1.0,1.0,1.0,7.0,712.0,124616.23,69320.97,Gorshkov,West,Male,35.0,0.0
15568506,2.0,1.0,1.0,10.0,524.0,67238.98,161811.23,Forbes,East,Female,31.0,0.0
15568519,2.0,1.0,0.0,9.0,534.0,,13871.34,Wood,West,Male,41.0,0.0
15568562,1.0,1.0,0.0,8.0,689.0,160272.27,49656.24,Moss,West,Male,40.0,0.0
15568573,1.0,0.0,1.0,7.0,554.0,105701.91,179797.79,Graham,East,Female,51.0,1.0
15568595,1.0,1.0,1.0,9.0,544.0,113829.45,124341.49,Fleming,West,Male,64.0,0.0
15568742,1.0,1.0,0.0,9.0,536.0,,121299.14,Parkes,West,Female,41.0,0.0
15568748,1.0,1.0,1.0,6.0,671.0,99564.22,108872.45,Poole,East,Male,45.0,1.0
15568819,3.0,1.0,1.0,8.0,619.0,132796.04,191821.35,Chiganu,East,Female,42.0,1.0
15568834,2.0,0.0,0.0,6.0,698.0,125427.37,27654.44,Howells,Central,Male,27.0,0.0
15568849,1.0,1.0,1.0,10.0,540.0,118158.74,158027.57,Bryan,Central,Female,31.0,0.0
15568876,2.0,1.0,0.0,1.0,496.0,102723.35,180844.81,Hughes,West,Female,34.0,0.0
15568878,2.0,1.0,0.0,5.0,654.0,,159311.46,Cheng,Central,Male,34.0,0.0
15568885,1.0,1.0,0.0,8.0,620.0,102251.57,120672.09,Scott,East,Female,34.0,0.0
15568904,1.0,1.0,1.0,3.0,608.0,106288.54,36639.25,Kruglova,East,Male,34.0,0.0
15568915,1.0,1.0,0.0,6.0,681.0,153722.47,101319.76,Bailey,West,Male,38.0,0.0
15568953,1.0,1.0,1.0,1.0,477.0,128554.98,133173.19,Alexeieva,West,Male,27.0,0.0
15568963,1.0,1.0,0.0,2.0,674.0,152797.9,175709.4,Naquin,East,Male,34.0,1.0
15568982,2.0,1.0,1.0,6.0,726.0,,54724.03,Hao,West,Female,24.0,0.0
15569050,1.0,1.0,0.0,6.0,444.0,,130009.85,Farrell,West,Male,45.0,1.0
15569079,1.0,1.0,0.0,6.0,632.0,126066.26,64345.61,Hagins,East,Male,48.0,1.0
15569098,1.0,0.0,0.0,6.0,627.0,153548.12,35300.08,Winifred,West,Male,44.0,1.0
15569120,2.0,1.0,1.0,7.0,615.0,,156346.84,Lucas,West,Male,30.0,0.0
15569178,1.0,1.0,0.0,4.0,570.0,82767.42,71811.9,Kharlamov,West,Female,18.0,0.0
15569187,2.0,0.0,0.0,9.0,680.0,,143774.06,Fleming,Central,Male,35.0,0.0
15569209,1.0,1.0,1.0,5.0,464.0,76001.57,158668.87,Amaechi,Central,Female,34.0,0.0
15569222,1.0,1.0,1.0,6.0,781.0,147107.91,40066.95,Mendes,West,Male,32.0,0.0
15569247,1.0,0.0,1.0,1.0,727.0,109679.72,753.37,Mitchell,Central,Female,57.0,0.0
15569248,2.0,1.0,0.0,10.0,554.0,,149629.13,Milanesi,West,Female,43.0,1.0
15569249,3.0,0.0,1.0,6.0,576.0,44582.07,67539.85,Howarth,West,Female,55.0,1.0
15569264,1.0,1.0,1.0,5.0,622.0,179305.09,149043.78,Yobanna,West,Male,32.0,0.0
15569266,1.0,1.0,0.0,7.0,644.0,155060.41,29179.52,Rahman,West,Male,28.0,0.0
15569274,1.0,1.0,0.0,2.0,678.0,116933.11,195053.58,Pisano,East,Male,49.0,1.0
15569364,2.0,1.0,0.0,3.0,666.0,,35156.54,Victor,West,Male,36.0,0.0
15569394,2.0,1.0,0.0,2.0,704.0,148197.15,182775.08,Bailey,West,Male,24.0,0.0
15569410,2.0,1.0,1.0,7.0,601.0,114430.18,153012.13,Tang,East,Female,33.0,0.0
15569423,2.0,1.0,0.0,4.0,731.0,,22299.27,Cunningham,Central,Male,41.0,0.0
15569430,2.0,1.0,0.0,2.0,704.0,175509.8,152039.67,Burrows,Central,Female,36.0,0.0
15569432,2.0,1.0,1.0,9.0,656.0,,85240.61,Macleod,West,Female,48.0,1.0
15569438,2.0,0.0,0.0,10.0,607.0,106702.94,198313.69,Mai,East,Male,36.0,0.0
15569446,2.0,1.0,0.0,8.0,732.0,122338.43,187985.85,Tu,West,Female,34.0,0.0
15569451,1.0,1.0,1.0,2.0,463.0,101257.16,118113.64,Miller,West,Male,35.0,0.0
15569452,2.0,0.0,1.0,3.0,652.0,116353.2,193502.9,Butler,East,Female,58.0,0.0
15569503,2.0,1.0,1.0,6.0,765.0,,159899.97,Yeh,West,Male,44.0,0.0
15569526,2.0,0.0,0.0,10.0,601.0,98627.13,77977.69,Morales,West,Male,40.0,0.0
15569571,2.0,1.0,0.0,6.0,584.0,87361.02,120376.87,Davydova,East,Female,46.0,1.0
15569572,2.0,1.0,1.0,6.0,778.0,,106197.44,Sopuluchi,West,Male,42.0,0.0
15569590,1.0,1.0,0.0,1.0,601.0,98495.72,40014.76,Yoo,East,Male,42.0,1.0
15569595,1.0,1.0,0.0,6.0,678.0,,8199.5,Walker,West,Female,50.0,0.0
15569624,2.0,1.0,0.0,6.0,671.0,105864.6,145567.34,Feng,East,Female,31.0,0.0
15569626,1.0,1.0,1.0,5.0,577.0,110080.3,109794.31,Miller,Central,Male,35.0,0.0
15569641,1.0,1.0,0.0,8.0,692.0,130701.29,59354.24,Sung,East,Female,41.0,1.0
15569654,1.0,0.0,0.0,3.0,850.0,51293.47,35534.68,Munro,East,Female,31.0,0.0
15569666,1.0,0.0,0.0,4.0,517.0,,172674.36,Goddard,West,Female,45.0,1.0
15569670,1.0,1.0,1.0,6.0,627.0,112372.96,118029.09,Alexeyeva,East,Male,30.0,0.0
15569678,1.0,1.0,0.0,6.0,561.0,166824.59,139451.98,Cocci,East,Male,32.0,0.0
15569682,1.0,1.0,0.0,9.0,768.0,108308.11,41788.25,Leckie,East,Male,37.0,1.0
15569759,3.0,1.0,0.0,4.0,583.0,,163113.41,Rawling,West,Female,27.0,0.0
15569764,1.0,1.0,0.0,2.0,687.0,154007.21,158408.23,Garner,East,Female,41.0,0.0
15569807,1.0,1.0,0.0,8.0,673.0,42157.08,20598.59,Ejimofor,West,Female,34.0,1.0
15569867,2.0,1.0,0.0,8.0,529.0,,19842.11,Chinweuba,West,Female,29.0,0.0
15569878,1.0,1.0,1.0,3.0,592.0,96651.03,3232.82,Dale,West,Male,37.0,0.0
15569892,1.0,1.0,1.0,10.0,516.0,57369.61,101699.77,Johnstone,West,Male,35.0,0.0
15569917,2.0,0.0,0.0,6.0,706.0,87609.68,137674.55,Obijiaku,Central,Male,30.0,1.0
15569945,2.0,1.0,0.0,1.0,509.0,,69113.14,Horsley,Central,Male,29.0,0.0
15569976,1.0,1.0,1.0,1.0,754.0,136186.44,121529.59,Woronoff,East,Male,65.0,1.0
15570002,4.0,0.0,0.0,8.0,625.0,118772.71,135853.62,Burlingame,East,Female,55.0,1.0
15570004,2.0,1.0,0.0,3.0,850.0,,121866.87,Tsou,West,Male,31.0,0.0
15570051,2.0,0.0,0.0,6.0,775.0,179886.41,153122.58,Gill,East,Female,38.0,0.0
15570060,1.0,1.0,0.0,8.0,586.0,132558.26,67046.83,Palerma,West,Female,43.0,1.0
15570073,1.0,1.0,1.0,1.0,721.0,,195940.96,Marian,Central,Male,57.0,0.0
15570086,1.0,0.0,1.0,9.0,684.0,90544.0,4777.23,Lynch,East,Male,18.0,0.0
15570087,1.0,1.0,1.0,8.0,664.0,142989.69,115452.51,Parry-Okeden,West,Female,44.0,1.0
15570134,2.0,1.0,1.0,6.0,683.0,187530.66,37976.36,Padovano,West,Female,35.0,0.0
15570141,1.0,1.0,0.0,3.0,724.0,132352.69,80320.3,P'eng,West,Female,34.0,0.0
15570145,2.0,1.0,0.0,2.0,763.0,,153983.99,Long,West,Female,23.0,0.0
15570192,1.0,0.0,0.0,8.0,608.0,121729.42,61164.45,Henry,East,Female,40.0,0.0
15570194,2.0,0.0,0.0,5.0,412.0,,12510.53,Ikemefuna,West,Male,29.0,0.0
15570205,2.0,1.0,1.0,5.0,682.0,,147758.51,Tao,Central,Male,36.0,0.0
15570271,1.0,1.0,1.0,6.0,577.0,,196395.25,Wan,Central,Male,31.0,0.0
15570289,1.0,1.0,0.0,8.0,697.0,103409.16,66893.28,Benson,East,Male,43.0,1.0
15570299,1.0,1.0,0.0,6.0,584.0,152622.34,99298.8,Martin,East,Female,31.0,0.0
15570326,2.0,1.0,1.0,6.0,621.0,,99128.13,Wilkins,West,Male,34.0,0.0
15570360,2.0,0.0,0.0,4.0,641.0,,125986.18,Wan,West,Female,35.0,0.0
15570379,1.0,0.0,0.0,3.0,669.0,88827.53,85250.77,Whitelegge,Central,Male,51.0,1.0
15570414,1.0,0.0,0.0,4.0,618.0,115251.64,136435.75,Chizoba,Central,Male,41.0,0.0
15570417,2.0,1.0,0.0,1.0,579.0,,4460.2,Chien,West,Male,35.0,0.0
15570485,1.0,0.0,0.0,4.0,558.0,161766.87,92378.54,Udegbunam,Central,Male,40.0,0.0
15570508,1.0,1.0,0.0,7.0,600.0,90218.9,91347.76,Azubuike,West,Male,49.0,0.0
15570533,1.0,0.0,1.0,7.0,621.0,131033.76,75685.59,Conti,East,Female,55.0,1.0
15570601,1.0,1.0,1.0,9.0,785.0,122031.55,33823.5,Cheng,West,Female,47.0,1.0
15570629,2.0,1.0,1.0,5.0,655.0,138089.97,99920.41,Alexeyeva,East,Female,72.0,0.0
15570681,1.0,1.0,0.0,1.0,560.0,116084.32,89734.7,Chiang,West,Male,24.0,0.0
15570769,1.0,1.0,1.0,9.0,494.0,93320.8,24489.44,Kibble,West,Male,69.0,0.0
15570835,1.0,1.0,1.0,4.0,491.0,112044.72,41229.73,Fallaci,East,Female,57.0,1.0
15570855,2.0,1.0,1.0,7.0,670.0,,77864.41,Leonard,West,Male,38.0,0.0
15570857,2.0,1.0,1.0,0.0,677.0,111213.64,147578.26,Kambinachi,East,Female,39.0,0.0
15570859,2.0,1.0,1.0,2.0,626.0,181671.16,57531.14,Froggatt,East,Male,36.0,0.0
15570895,1.0,1.0,0.0,10.0,608.0,163548.07,38866.85,Ch'in,West,Male,42.0,0.0
15570908,1.0,0.0,1.0,7.0,687.0,93617.07,113050.92,Harding,Central,Female,29.0,0.0
15570912,2.0,1.0,1.0,9.0,728.0,127772.1,152643.48,Ogbonnaya,East,Female,32.0,0.0
15570931,1.0,0.0,0.0,5.0,620.0,,31641.52,Grant,West,Male,61.0,1.0
15570932,2.0,1.0,1.0,7.0,666.0,137780.74,119100.05,Pirozzi,West,Male,43.0,1.0
15570943,1.0,1.0,1.0,2.0,711.0,133607.75,120586.32,Artemyeva,East,Female,35.0,0.0
15570947,2.0,1.0,1.0,7.0,615.0,143330.56,126396.01,Bruny,Central,Female,29.0,0.0
15570970,2.0,1.0,1.0,9.0,647.0,,51362.82,Han,West,Female,42.0,0.0
15570990,2.0,0.0,0.0,4.0,520.0,145222.99,145160.96,Begley,Central,Female,30.0,0.0
15571002,1.0,0.0,0.0,4.0,706.0,129605.99,69865.49,Yusupov,West,Female,44.0,0.0
15571059,1.0,1.0,0.0,3.0,734.0,,130805.54,Martin,West,Female,54.0,1.0
15571065,2.0,1.0,0.0,0.0,532.0,,94977.3,Lehr,Central,Female,39.0,0.0
15571081,1.0,1.0,1.0,7.0,773.0,190238.93,57549.65,Hansen,West,Female,41.0,0.0
15571121,1.0,0.0,1.0,8.0,670.0,138340.06,3159.15,Kodilinyechukwu,West,Female,50.0,0.0
15571144,2.0,0.0,1.0,10.0,655.0,,126565.21,Ives,West,Male,28.0,0.0
15571148,2.0,0.0,0.0,1.0,645.0,,28726.07,Baranov,Central,Female,21.0,0.0
15571193,1.0,1.0,1.0,0.0,579.0,144386.32,22497.1,Morrison,East,Male,42.0,1.0
15571221,1.0,1.0,1.0,7.0,747.0,116313.57,190696.35,Bergamaschi,East,Male,58.0,1.0
15571244,2.0,0.0,1.0,3.0,809.0,,141426.78,Tung,Central,Female,33.0,0.0
15571261,2.0,1.0,1.0,6.0,714.0,126077.43,53954.24,Toscani,East,Female,35.0,0.0
15571281,1.0,1.0,1.0,10.0,651.0,79562.98,74687.37,Ts'ao,West,Male,28.0,0.0
15571284,2.0,1.0,1.0,0.0,756.0,109528.16,56176.31,Elmore,East,Male,32.0,0.0
15571302,1.0,1.0,1.0,5.0,529.0,94216.05,78695.68,Estep,East,Male,72.0,0.0
15571305,1.0,1.0,0.0,1.0,588.0,103060.63,179866.01,Stephenson,East,Female,35.0,1.0
15571415,1.0,1.0,0.0,6.0,805.0,151802.29,46791.09,Okwudiliolisa,East,Male,56.0,1.0
15571476,1.0,0.0,0.0,0.0,635.0,103257.14,158344.63,Kelly,Central,Male,38.0,0.0
15571529,1.0,1.0,0.0,7.0,650.0,138232.24,57594.78,Kirby,East,Female,48.0,0.0
15571550,1.0,1.0,0.0,9.0,699.0,,80963.92,Dore,West,Male,39.0,0.0
15571571,3.0,1.0,1.0,3.0,680.0,127331.46,176433.6,Ting,East,Female,31.0,0.0
15571586,1.0,1.0,0.0,3.0,524.0,159035.45,2705.31,Briggs,Central,Male,29.0,1.0
15571666,1.0,0.0,0.0,8.0,642.0,134497.27,43250.54,Shaw,East,Male,30.0,0.0
15571689,2.0,1.0,1.0,5.0,740.0,,27528.4,Kelechi,West,Female,37.0,0.0
15571752,1.0,1.0,1.0,10.0,668.0,92041.87,43595.9,Romani,East,Female,32.0,0.0
15571756,1.0,1.0,0.0,5.0,724.0,,59351.68,Ohearn,West,Female,28.0,0.0
15571778,1.0,1.0,0.0,10.0,817.0,117561.49,95941.55,Trentini,West,Female,55.0,1.0
15571816,1.0,1.0,1.0,5.0,850.0,,705.18,Ritchie,Central,Female,70.0,0.0
15571843,1.0,1.0,0.0,1.0,486.0,,98802.76,Lawrence,Central,Male,24.0,0.0
15571869,1.0,0.0,0.0,4.0,669.0,112650.89,166386.22,Lei,East,Female,50.0,1.0
15571873,1.0,1.0,1.0,9.0,655.0,107065.31,51959.82,Sung,West,Male,24.0,0.0
15571917,2.0,1.0,0.0,5.0,771.0,137657.71,72985.61,Eluemuno,East,Female,38.0,0.0
15571928,3.0,1.0,0.0,4.0,679.0,,115136.51,Fraser,West,Female,43.0,1.0
15571940,1.0,1.0,1.0,3.0,579.0,118680.57,49829.8,Afamefula,Central,Male,22.0,0.0
15571958,1.0,1.0,0.0,3.0,489.0,221532.8,171867.08,McIntosh,Central,Male,40.0,0.0
15571973,1.0,1.0,0.0,2.0,776.0,169824.46,169291.7,Chinwemma,West,Female,38.0,0.0
15571995,2.0,1.0,1.0,1.0,775.0,118897.1,26362.4,Harper,East,Female,33.0,0.0
15572021,2.0,1.0,0.0,8.0,798.0,80204.11,70223.22,Ts'ao,East,Female,29.0,0.0
15572022,1.0,0.0,1.0,6.0,605.0,,690.84,Han,West,Female,36.0,0.0
15572038,1.0,1.0,0.0,9.0,660.0,113948.58,188891.96,Chijindum,East,Male,35.0,1.0
15572050,1.0,1.0,1.0,3.0,768.0,122831.58,24533.89,Yefimov,East,Male,48.0,1.0
15572051,1.0,1.0,1.0,3.0,721.0,,144874.67,Kennedy,West,Male,40.0,0.0
15572073,2.0,1.0,1.0,5.0,663.0,,62634.94,Yao,Central,Male,35.0,0.0
15572093,1.0,1.0,0.0,7.0,613.0,140453.91,129001.3,Han,West,Female,24.0,0.0
15572114,1.0,1.0,1.0,1.0,673.0,121629.22,3258.6,Shih,Central,Male,40.0,0.0
15572145,2.0,1.0,0.0,8.0,767.0,,94767.77,Ashton,West,Female,34.0,0.0
15572158,1.0,0.0,0.0,3.0,604.0,,11819.84,Blackburn,Central,Male,41.0,0.0
15572174,2.0,0.0,1.0,3.0,825.0,148874.01,71192.82,Mazzi,West,Male,29.0,0.0
15572182,3.0,1.0,0.0,3.0,505.0,106506.77,45445.78,Onwuamaeze,East,Female,33.0,1.0
15572265,2.0,1.0,0.0,1.0,646.0,170826.55,45041.32,Wu,East,Male,46.0,0.0
15572291,1.0,0.0,0.0,6.0,825.0,132308.22,117122.5,Kao,West,Male,40.0,0.0
15572294,1.0,0.0,0.0,7.0,623.0,,129526.57,Kelly,West,Male,28.0,0.0
15572356,1.0,0.0,1.0,1.0,689.0,108555.07,167969.15,Tsai,Central,Male,73.0,0.0
15572360,1.0,0.0,0.0,10.0,683.0,57657.49,79240.9,Clark,West,Male,30.0,0.0
15572361,1.0,1.0,0.0,2.0,790.0,164011.48,199420.41,Chill,East,Female,34.0,0.0
15572374,2.0,0.0,1.0,1.0,733.0,,108377.82,Hopetoun,Central,Male,36.0,0.0
15572390,2.0,1.0,0.0,6.0,850.0,,103921.43,Huang,Central,Female,39.0,0.0
15572398,2.0,1.0,1.0,6.0,614.0,,164018.98,Townsend,Central,Female,39.0,0.0
15572408,2.0,1.0,0.0,3.0,714.0,149887.49,63846.36,Chambers,East,Male,39.0,0.0
15572415,2.0,1.0,1.0,6.0,580.0,,160095.31,Preston,West,Male,34.0,0.0
15572428,1.0,1.0,1.0,0.0,717.0,115777.23,81508.1,Rieke,East,Female,33.0,0.0
15572461,2.0,0.0,0.0,4.0,663.0,102714.65,21170.81,Kung,East,Female,29.0,0.0
15572467,2.0,1.0,1.0,5.0,506.0,,127543.81,Chandler,West,Male,37.0,0.0
15572547,1.0,1.0,0.0,9.0,670.0,104930.38,155921.81,Vaguine,West,Female,45.0,1.0
15572626,2.0,1.0,1.0,8.0,620.0,,15627.51,Mackenzie,Central,Male,44.0,0.0
